Map			Zone																																																																									Connections																																																																																																										
				Type					Restrictions				Player towns					Neutral towns					Town types									Minimum mines							Mine Density							Terrain									Monsters												Treasure									Zones					Restrictions																																																																																																					
Name	Minimum Size	Maximum Size	Id	human start	computer start	Treasure	Junction	Base Size	Minimum human positions	Maximum human positions	Minimum total positions	Maximum total positions	Ownership	Minimum towns	Minimum castles	Town Density	Castle Density	Minimum towns	Minimum castles	Town Density	Castle Density	Towns are of same type	Castle	Rampart	Tower	Inferno	Necropolis	Dungeon	Stronghold	Fortress	Elemental	Wood	Mercury	Ore	Sulfur	Crystal	Gems	Gold	Wood	Mercury	Ore	Sulfur	Crystal	Gems	Gold	Match to town	Dirt	Sand	Grass	Snow	Swamp	Rough	Cave	Lava	Strength	Match to town	Neutral	Castle	Rampart	Tower	Inferno	Necropolis	Dungeon	Stronghold	Fortress	Forge	Low	High	Density	Low	High	Density	Low	High	Density	Zone 1	Zone 2	Value	Wide	Border Guard	Minimum human positions	Maximum human positions	Minimum total positions	Maximum total positions																																																																																																		
			22			x		15	1	8	2	8																										1									x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	16000	20000	3	10000	16000	9	6000	8999	9	8	12	3000			1	8	2	8
			23			x		15	1	8	2	8																										1									x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	16000	20000	3	10000	16000	9	6000	8999	9	8	14	3000			1	8	2	8
			24			x		15	1	8	2	8																										1									x	x	x	x	x	x	x	x	avg		x	x	x	x	x	x	x	x	x	x	16000	20000	3	10000	16000	9	6000	8999	9	8	16	3000			1	8	2	8
																																																																												9	17	12500			1	8	2	8
																																																																												9	17	12500			1	8	2	8
																																																																												10	18	12500			1	8	2	8
																																																																												10	18	12500			1	8	2	8
																																																																												11	19	12500			1	8	2	8
																																																																												11	19	12500			1	8	2	8
																																																																												12	20	12500			1	8	2	8
																																																																												12	20	12500			1	8	2	8
																																																																												13	24	12500			1	8	2	8
																																																																												13	24	12500			1	8	2	8
																																																																												15	23	12500			1	8	2	8
																																																																												15	23	12500			1	8	2	8
																																																																												14	21	12500			1	8	2	8
																																																																												14	21	12500			1	8	2	8
																																																																												16	22	12500			1	8	2	8
																																																																												16	22	12500			1	8	2	8
